Freq.	S11(v1)	S12(v1)	S21(v1)	S22(v1)
2.53512863049799e+007	(-3.57912756419012e+001dB,7.69709847702831e+001°)	(-3.07539934536001e-002dB,-9.09468970987091e-001°)	(-3.07539934536001e-002dB,-9.09468970987092e-001°)	(-3.57912756419009e+001dB,7.69709847702834e+001°)
2.55858588690573e+007	(-3.57140825196297e+001dB,7.70466777168991e+001°)	(-3.08346798802054e-002dB,-9.17876564569553e-001°)	(-3.08346798802054e-002dB,-9.17876564569553e-001°)	(-3.57140825196300e+001dB,7.70466777169003e+001°)
2.58226019063468e+007	(-3.56368508859952e+001dB,7.71216831719787e+001°)	(-3.09160220829867e-002dB,-9.26361829298431e-001°)	(-3.09160220829867e-002dB,-9.26361829298432e-001°)	(-3.56368508859950e+001dB,7.71216831719800e+001°)
2.60615354999898e+007	(-3.55595813116338e+001dB,7.71960044570876e+001°)	(-3.09980283514090e-002dB,-9.34925481653864e-001°)	(-3.09980283514032e-002dB,-9.34925481653864e-001°)	(-3.55595813116335e+001dB,7.71960044570896e+001°)
2.63026799189547e+007	(-3.54822743595485e+001dB,7.72696448750226e+001°)	(-3.10807071113981e-002dB,-9.43568244700221e-001°)	(-3.10807071113952e-002dB,-9.43568244700221e-001°)	(-3.54822743595481e+001dB,7.72696448750239e+001°)
2.65460556197563e+007	(-3.54049305852024e+001dB,7.73426077088838e+001°)	(-3.11640669265543e-002dB,-9.52290848147915e-001°)	(-3.11640669265553e-002dB,-9.52290848147916e-001°)	(-3.54049305852040e+001dB,7.73426077088815e+001°)
2.67916832481912e+007	(-3.53275505366359e+001dB,7.74148962226149e+001°)	(-3.12481165030775e-002dB,-9.61094028412704e-001°)	(-3.12481165030765e-002dB,-9.61094028412704e-001°)	(-3.53275505366366e+001dB,7.74148962226154e+001°)
2.70395836410893e+007	(-3.52501347545067e+001dB,7.74865136591187e+001°)	(-3.13328646883395e-002dB,-9.69978528676939e-001°)	(-3.13328646883386e-002dB,-9.69978528676939e-001°)	(-3.52501347545072e+001dB,7.74865136591179e+001°)
2.72897778280813e+007	(-3.51726837722298e+001dB,7.75574632411254e+001°)	(-3.14183204768077e-002dB,-9.78945098951172e-001°)	(-3.14183204768106e-002dB,-9.78945098951172e-001°)	(-3.51726837722298e+001dB,7.75574632411254e+001°)
2.75422870333826e+007	(-3.50951981160457e+001dB,7.76277481701531e+001°)	(-3.15044930108926e-002dB,-9.87994496136385e-001°)	(-3.15044930108877e-002dB,-9.87994496136385e-001°)	(-3.50951981160463e+001dB,7.76277481701544e+001°)
